sensor_id,sensor,usd,category,contact,privacy,outcome_key,outcome_question,domain
S204,LD1125H 24GHz respiration radar,9,Presence & Occupancy,Standoff,Aggregate,no-movement-alarm,Has nobody moved for worryingly long?,Human presence
S204,LD1125H 24GHz respiration radar,9,Presence & Occupancy,Standoff,Aggregate,occupancy-duration,How long has this desk/room/seat been in use?,Human presence
S204,LD1125H 24GHz respiration radar,9,Presence & Occupancy,Standoff,Aggregate,routine-broken,Has this person's daily routine changed?,Human presence
S204,LD1125H 24GHz respiration radar,9,Presence & Occupancy,Standoff,Aggregate,someone-present,Is anyone here?,Human presence
S204,LD1125H 24GHz respiration radar,9,Presence & Occupancy,Standoff,Aggregate,someone-still-present,"Is someone still here, sitting perfectly still?",Human presence
S204,LD1125H 24GHz respiration radar,9,Presence & Occupancy,Standoff,Aggregate,through-wall-motion,Is something moving on the other side of that wall?,Invisible worlds
S204,LD1125H 24GHz respiration radar,9,Presence & Occupancy,Standoff,Aggregate,where-in-room,Whereabouts in the room are they?,Human presence
S023,BME688 gas + climate AI,15,Gas & VOC,Standoff,None,air-stuffy,Is this room stuffy — does it need fresh air?,Air & environment
S023,BME688 gas + climate AI,15,Gas & VOC,Standoff,None,cooking-detected,Is someone cooking?,Air & environment
S023,BME688 gas + climate AI,15,Gas & VOC,Standoff,None,mould-risk,Is this surface going to grow mould?,Air & environment
S023,BME688 gas + climate AI,15,Gas & VOC,Standoff,None,smell-signature,What does this smell like — which known smell is it?,Air & environment
S023,BME688 gas + climate AI,15,Gas & VOC,Standoff,None,smoke-present,Is there smoke?,Air & environment
S023,BME688 gas + climate AI,15,Gas & VOC,Standoff,None,storm-approaching,Is a storm coming?,Weather & outdoors
S023,BME688 gas + climate AI,15,Gas & VOC,Standoff,None,too-dry,"Is the air dry enough to damage wood, skin or instruments?",Air & environment
S023,BME688 gas + climate AI,15,Gas & VOC,Standoff,None,ventilation-adequate,Is ventilation actually working?,Air & environment
S023,BME688 gas + climate AI,15,Gas & VOC,Standoff,None,voc-event,Did something start off-gassing or smelling?,Air & environment
S060,VL53L5CX 8x8 ToF array,20,Distance & Ranging,Standoff,Aggregate,container-fullness,How full is it?,Objects & assets
S060,VL53L5CX 8x8 ToF array,20,Distance & Ranging,Standoff,Aggregate,entered-or-left,"Did they come in, or go out?",Human presence
S060,VL53L5CX 8x8 ToF array,20,Distance & Ranging,Standoff,Aggregate,how-many-people,How many people are in this space?,Human presence
S060,VL53L5CX 8x8 ToF array,20,Distance & Ranging,Standoff,Aggregate,object-count,How many went past?,Objects & assets
S060,VL53L5CX 8x8 ToF array,20,Distance & Ranging,Standoff,Aggregate,obstacle-ahead,Is there something in the way?,Navigation & space
S060,VL53L5CX 8x8 ToF array,20,Distance & Ranging,Standoff,Aggregate,person-fell,Did someone fall?,Human presence
S060,VL53L5CX 8x8 ToF array,20,Distance & Ranging,Standoff,Aggregate,posture,What posture is this body in?,Body & health
S060,VL53L5CX 8x8 ToF array,20,Distance & Ranging,Standoff,Aggregate,someone-present,Is anyone here?,Human presence
S060,VL53L5CX 8x8 ToF array,20,Distance & Ranging,Standoff,Aggregate,where-in-room,Whereabouts in the room are they?,Human presence
S061,TF-Luna LiDAR,25,Distance & Ranging,Standoff,None,crossed-boundary,Did something cross this line?,Human presence
S061,TF-Luna LiDAR,25,Distance & Ranging,Standoff,None,how-fast-moving,How fast am I moving?,Navigation & space
S061,TF-Luna LiDAR,25,Distance & Ranging,Standoff,None,how-high,What altitude or floor am I on?,Navigation & space
S061,TF-Luna LiDAR,25,Distance & Ranging,Standoff,None,object-count,How many went past?,Objects & assets
S061,TF-Luna LiDAR,25,Distance & Ranging,Standoff,None,object-present,Is the thing there?,Objects & assets
S061,TF-Luna LiDAR,25,Distance & Ranging,Standoff,None,obstacle-ahead,Is there something in the way?,Navigation & space
S061,TF-Luna LiDAR,25,Distance & Ranging,Standoff,None,tank-level,How much is in the tank?,Water
S061,TF-Luna LiDAR,25,Distance & Ranging,Standoff,None,vehicle-approaching,Is a vehicle arriving?,Security & safety
S061,TF-Luna LiDAR,25,Distance & Ranging,Standoff,None,vehicle-speed,How fast are vehicles going past?,Security & safety
S067,LD2410 mmWave presence,5,Presence & Occupancy,Standoff,Aggregate,intrusion,Has someone entered who shouldn't have?,Security & safety
S067,LD2410 mmWave presence,5,Presence & Occupancy,Standoff,Aggregate,no-movement-alarm,Has nobody moved for worryingly long?,Human presence
S067,LD2410 mmWave presence,5,Presence & Occupancy,Standoff,Aggregate,occupancy-duration,How long has this desk/room/seat been in use?,Human presence
S067,LD2410 mmWave presence,5,Presence & Occupancy,Standoff,Aggregate,person-asleep,"Are they asleep, and how well?",Human presence
S067,LD2410 mmWave presence,5,Presence & Occupancy,Standoff,Aggregate,routine-broken,Has this person's daily routine changed?,Human presence
S067,LD2410 mmWave presence,5,Presence & Occupancy,Standoff,Aggregate,someone-present,Is anyone here?,Human presence
S067,LD2410 mmWave presence,5,Presence & Occupancy,Standoff,Aggregate,someone-still-present,"Is someone still here, sitting perfectly still?",Human presence
S067,LD2410 mmWave presence,5,Presence & Occupancy,Standoff,Aggregate,through-wall-motion,Is something moving on the other side of that wall?,Invisible worlds
S067,LD2410 mmWave presence,5,Presence & Occupancy,Standoff,Aggregate,where-in-room,Whereabouts in the room are they?,Human presence
S081,QMC5883L compass,2,Magnetic & Compass,Through-barrier,None,door-state,Is it open or closed?,Objects & assets
S081,QMC5883L compass,2,Magnetic & Compass,Through-barrier,None,hidden-wiring,Where is the wiring or metal inside this wall?,Invisible worlds
S081,QMC5883L compass,2,Magnetic & Compass,Through-barrier,None,magnetic-anomaly,Is there ferrous metal or a field distortion here?,Invisible worlds
S081,QMC5883L compass,2,Magnetic & Compass,Through-barrier,None,object-moved,Has it been moved or disturbed?,Objects & assets
S081,QMC5883L compass,2,Magnetic & Compass,Through-barrier,None,object-present,Is the thing there?,Objects & assets
S081,QMC5883L compass,2,Magnetic & Compass,Through-barrier,None,rotation-speed,How fast is it turning?,Machine health
S081,QMC5883L compass,2,Magnetic & Compass,Through-barrier,None,tamper-detected,Has someone interfered with it?,Objects & assets
S081,QMC5883L compass,2,Magnetic & Compass,Through-barrier,None,vehicle-approaching,Is a vehicle arriving?,Security & safety
S081,QMC5883L compass,2,Magnetic & Compass,Through-barrier,None,which-way-facing,Which way am I pointing?,Navigation & space
S083,TLV493D 3D magnetic,6,Magnetic & Compass,Through-barrier,None,container-fullness,How full is it?,Objects & assets
S083,TLV493D 3D magnetic,6,Magnetic & Compass,Through-barrier,None,cycle-complete,Has the cycle finished?,Machine health
S083,TLV493D 3D magnetic,6,Magnetic & Compass,Through-barrier,None,door-state,Is it open or closed?,Objects & assets
S083,TLV493D 3D magnetic,6,Magnetic & Compass,Through-barrier,None,machine-state,"Is it idle, loaded, or jammed?",Machine health
S083,TLV493D 3D magnetic,6,Magnetic & Compass,Through-barrier,None,object-moved,Has it been moved or disturbed?,Objects & assets
S083,TLV493D 3D magnetic,6,Magnetic & Compass,Through-barrier,None,object-present,Is the thing there?,Objects & assets
S083,TLV493D 3D magnetic,6,Magnetic & Compass,Through-barrier,None,rotation-speed,How fast is it turning?,Machine health
S083,TLV493D 3D magnetic,6,Magnetic & Compass,Through-barrier,None,tamper-detected,Has someone interfered with it?,Objects & assets
S083,TLV493D 3D magnetic,6,Magnetic & Compass,Through-barrier,None,tank-level,How much is in the tank?,Water
S089,MAX9814 AGC mic amp,7,Sound & Audio,Standoff,Raw-imagery,cooking-detected,Is someone cooking?,Air & environment
S089,MAX9814 AGC mic amp,7,Sound & Audio,Standoff,Raw-imagery,cycle-complete,Has the cycle finished?,Machine health
S089,MAX9814 AGC mic amp,7,Sound & Audio,Standoff,Raw-imagery,device-left-on,Did someone leave it switched on?,Energy
S089,MAX9814 AGC mic amp,7,Sound & Audio,Standoff,Raw-imagery,glass-broken,Did glass break?,Security & safety
S089,MAX9814 AGC mic amp,7,Sound & Audio,Standoff,Raw-imagery,intrusion,Has someone entered who shouldn't have?,Security & safety
S089,MAX9814 AGC mic amp,7,Sound & Audio,Standoff,Raw-imagery,machine-running,Is it on?,Machine health
S089,MAX9814 AGC mic amp,7,Sound & Audio,Standoff,Raw-imagery,someone-present,Is anyone here?,Human presence
S089,MAX9814 AGC mic amp,7,Sound & Audio,Standoff,Raw-imagery,unusual-sound,Did something sound wrong?,Security & safety
S089,MAX9814 AGC mic amp,7,Sound & Audio,Standoff,Raw-imagery,which-appliance,Which appliance just turned on?,Energy
S090,SPH0645 I2S mic,7,Sound & Audio,Standoff,Raw-imagery,cooking-detected,Is someone cooking?,Air & environment
S090,SPH0645 I2S mic,7,Sound & Audio,Standoff,Raw-imagery,device-left-on,Did someone leave it switched on?,Energy
S090,SPH0645 I2S mic,7,Sound & Audio,Standoff,Raw-imagery,glass-broken,Did glass break?,Security & safety
S090,SPH0645 I2S mic,7,Sound & Audio,Standoff,Raw-imagery,intrusion,Has someone entered who shouldn't have?,Security & safety
S090,SPH0645 I2S mic,7,Sound & Audio,Standoff,Raw-imagery,machine-running,Is it on?,Machine health
S090,SPH0645 I2S mic,7,Sound & Audio,Standoff,Raw-imagery,someone-present,Is anyone here?,Human presence
S090,SPH0645 I2S mic,7,Sound & Audio,Standoff,Raw-imagery,unusual-sound,Did something sound wrong?,Security & safety
S090,SPH0645 I2S mic,7,Sound & Audio,Standoff,Raw-imagery,where-in-room,Whereabouts in the room are they?,Human presence
S090,SPH0645 I2S mic,7,Sound & Audio,Standoff,Raw-imagery,which-appliance,Which appliance just turned on?,Energy
S095,801S vibration sensor,3,Motion & Vibration,Contact,None,bearing-failing,Is a bearing starting to fail?,Machine health
S095,801S vibration sensor,3,Motion & Vibration,Contact,None,cycle-complete,Has the cycle finished?,Machine health
S095,801S vibration sensor,3,Motion & Vibration,Contact,None,drift-from-baseline,Has this drifted from how it behaved when new?,Machine health
S095,801S vibration sensor,3,Motion & Vibration,Contact,None,imbalance,Is it out of balance or misaligned?,Machine health
S095,801S vibration sensor,3,Motion & Vibration,Contact,None,machine-duty-cycle,How much is this machine actually used?,Machine health
S095,801S vibration sensor,3,Motion & Vibration,Contact,None,machine-running,Is it on?,Machine health
S095,801S vibration sensor,3,Motion & Vibration,Contact,None,machine-state,"Is it idle, loaded, or jammed?",Machine health
S095,801S vibration sensor,3,Motion & Vibration,Contact,None,object-moved,Has it been moved or disturbed?,Objects & assets
S095,801S vibration sensor,3,Motion & Vibration,Contact,None,tamper-detected,Has someone interfered with it?,Objects & assets
S097,Piezo shock/knock element,3,Motion & Vibration,Contact,None,cycle-complete,Has the cycle finished?,Machine health
S097,Piezo shock/knock element,3,Motion & Vibration,Contact,None,glass-broken,Did glass break?,Security & safety
S097,Piezo shock/knock element,3,Motion & Vibration,Contact,None,intrusion,Has someone entered who shouldn't have?,Security & safety
S097,Piezo shock/knock element,3,Motion & Vibration,Contact,None,machine-running,Is it on?,Machine health
S097,Piezo shock/knock element,3,Motion & Vibration,Contact,None,object-count,How many went past?,Objects & assets
S097,Piezo shock/knock element,3,Motion & Vibration,Contact,None,object-dropped,"Was it dropped, and how hard?",Objects & assets
S097,Piezo shock/knock element,3,Motion & Vibration,Contact,None,object-moved,Has it been moved or disturbed?,Objects & assets
S097,Piezo shock/knock element,3,Motion & Vibration,Contact,None,tamper-detected,Has someone interfered with it?,Objects & assets
S097,Piezo shock/knock element,3,Motion & Vibration,Contact,None,unusual-sound,Did something sound wrong?,Security & safety
S102,Nano33-style 1kg beam scale kit,8,Force & Weight,Contact,None,consumable-remaining,"How much is left, and how long until it runs out?",Objects & assets
S102,Nano33-style 1kg beam scale kit,8,Force & Weight,Contact,None,container-fullness,How full is it?,Objects & assets
S102,Nano33-style 1kg beam scale kit,8,Force & Weight,Contact,None,cycle-complete,Has the cycle finished?,Machine health
S102,Nano33-style 1kg beam scale kit,8,Force & Weight,Contact,None,drift-from-baseline,Has this drifted from how it behaved when new?,Machine health
S102,Nano33-style 1kg beam scale kit,8,Force & Weight,Contact,None,flow-rate,How fast is water flowing?,Water
S102,Nano33-style 1kg beam scale kit,8,Force & Weight,Contact,None,growth-rate,How fast is it growing?,Plants & soil
S102,Nano33-style 1kg beam scale kit,8,Force & Weight,Contact,None,object-count,How many went past?,Objects & assets
S102,Nano33-style 1kg beam scale kit,8,Force & Weight,Contact,None,object-present,Is the thing there?,Objects & assets
S102,Nano33-style 1kg beam scale kit,8,Force & Weight,Contact,None,water-used-total,"How much water was used, by whom, and when?",Water
S175,PN532 NFC controller,6,Identity & Tags,Contact,Identifiable,asset-location,Where is this thing right now?,Objects & assets
S175,PN532 NFC controller,6,Identity & Tags,Contact,Identifiable,authorised-to-use,Is this person allowed to operate this?,Security & safety
S175,PN532 NFC controller,6,Identity & Tags,Contact,Identifiable,entered-or-left,"Did they come in, or go out?",Human presence
S175,PN532 NFC controller,6,Identity & Tags,Contact,Identifiable,object-count,How many went past?,Objects & assets
S175,PN532 NFC controller,6,Identity & Tags,Contact,Identifiable,object-genuine,Is this authentic or counterfeit?,Objects & assets
S175,PN532 NFC controller,6,Identity & Tags,Contact,Identifiable,object-identity,Which specific object is this?,Objects & assets
S175,PN532 NFC controller,6,Identity & Tags,Contact,Identifiable,object-present,Is the thing there?,Objects & assets
S175,PN532 NFC controller,6,Identity & Tags,Contact,Identifiable,occupancy-duration,How long has this desk/room/seat been in use?,Human presence
S175,PN532 NFC controller,6,Identity & Tags,Contact,Identifiable,who-is-it,Which specific person is this?,Human presence
S203,Panasonic EKMC PIR (quality),12,Presence & Occupancy,Standoff,Aggregate,crossed-boundary,Did something cross this line?,Human presence
S203,Panasonic EKMC PIR (quality),12,Presence & Occupancy,Standoff,Aggregate,entered-or-left,"Did they come in, or go out?",Human presence
S203,Panasonic EKMC PIR (quality),12,Presence & Occupancy,Standoff,Aggregate,intrusion,Has someone entered who shouldn't have?,Security & safety
S203,Panasonic EKMC PIR (quality),12,Presence & Occupancy,Standoff,Aggregate,livestock-wellbeing,Are the animals comfortable and behaving normally?,Plants & soil
S203,Panasonic EKMC PIR (quality),12,Presence & Occupancy,Standoff,Aggregate,no-movement-alarm,Has nobody moved for worryingly long?,Human presence
S203,Panasonic EKMC PIR (quality),12,Presence & Occupancy,Standoff,Aggregate,occupancy-duration,How long has this desk/room/seat been in use?,Human presence
S203,Panasonic EKMC PIR (quality),12,Presence & Occupancy,Standoff,Aggregate,routine-broken,Has this person's daily routine changed?,Human presence
S203,Panasonic EKMC PIR (quality),12,Presence & Occupancy,Standoff,Aggregate,someone-present,Is anyone here?,Human presence
S203,Panasonic EKMC PIR (quality),12,Presence & Occupancy,Standoff,Aggregate,vehicle-approaching,Is a vehicle arriving?,Security & safety
S214,AS5048A 14-bit angle,12,Position & Rotation,Through-barrier,None,cycle-complete,Has the cycle finished?,Machine health
S214,AS5048A 14-bit angle,12,Position & Rotation,Through-barrier,None,door-state,Is it open or closed?,Objects & assets
S214,AS5048A 14-bit angle,12,Position & Rotation,Through-barrier,None,how-far-travelled,How far have I gone?,Navigation & space
S214,AS5048A 14-bit angle,12,Position & Rotation,Through-barrier,None,joint-angle,"What angle is this joint at, through its range?",Body & health
S214,AS5048A 14-bit angle,12,Position & Rotation,Through-barrier,None,machine-state,"Is it idle, loaded, or jammed?",Machine health
S214,AS5048A 14-bit angle,12,Position & Rotation,Through-barrier,None,object-moved,Has it been moved or disturbed?,Objects & assets
S214,AS5048A 14-bit angle,12,Position & Rotation,Through-barrier,None,returned-to-spot,Am I back at the exact same place?,Navigation & space
S214,AS5048A 14-bit angle,12,Position & Rotation,Through-barrier,None,rotation-speed,How fast is it turning?,Machine health
S214,AS5048A 14-bit angle,12,Position & Rotation,Through-barrier,None,which-way-facing,Which way am I pointing?,Navigation & space
S230,Time-of-flight spectroscopy: AS7263 trick,35,Frontier Sensing,Contact,None,colour-match,Does this colour match the reference?,Materials & chemistry
S230,Time-of-flight spectroscopy: AS7263 trick,35,Frontier Sensing,Contact,None,concentration-liquid,How concentrated is this solution?,Materials & chemistry
S230,Time-of-flight spectroscopy: AS7263 trick,35,Frontier Sensing,Contact,None,contamination,Has this been contaminated?,Materials & chemistry
S230,Time-of-flight spectroscopy: AS7263 trick,35,Frontier Sensing,Contact,None,food-fresh,Is this food still good?,Materials & chemistry
S230,Time-of-flight spectroscopy: AS7263 trick,35,Frontier Sensing,Contact,None,fruit-ripe,Is it ripe?,Plants & soil
S230,Time-of-flight spectroscopy: AS7263 trick,35,Frontier Sensing,Contact,None,material-type,What material is this?,Materials & chemistry
S230,Time-of-flight spectroscopy: AS7263 trick,35,Frontier Sensing,Contact,None,moisture-content,How wet is this material?,Materials & chemistry
S230,Time-of-flight spectroscopy: AS7263 trick,35,Frontier Sensing,Contact,None,object-genuine,Is this authentic or counterfeit?,Objects & assets
S230,Time-of-flight spectroscopy: AS7263 trick,35,Frontier Sensing,Contact,None,object-material,What is this made of?,Objects & assets
S232,Acoustic emission (ultrasonic contact),10,Frontier Sensing,Contact,None,air-leak,"Is compressed air leaking, and where?",Machine health
S232,Acoustic emission (ultrasonic contact),10,Frontier Sensing,Contact,None,arc-or-discharge,Is there electrical arcing or partial discharge?,Machine health
S232,Acoustic emission (ultrasonic contact),10,Frontier Sensing,Contact,None,bearing-failing,Is a bearing starting to fail?,Machine health
S232,Acoustic emission (ultrasonic contact),10,Frontier Sensing,Contact,None,drift-from-baseline,Has this drifted from how it behaved when new?,Machine health
S232,Acoustic emission (ultrasonic contact),10,Frontier Sensing,Contact,None,imbalance,Is it out of balance or misaligned?,Machine health
S232,Acoustic emission (ultrasonic contact),10,Frontier Sensing,Contact,None,lubrication-failing,Is lubrication breaking down?,Machine health
S232,Acoustic emission (ultrasonic contact),10,Frontier Sensing,Contact,None,machine-state,"Is it idle, loaded, or jammed?",Machine health
S232,Acoustic emission (ultrasonic contact),10,Frontier Sensing,Contact,None,ultrasonic-activity,What is making noise above human hearing?,Invisible worlds
S232,Acoustic emission (ultrasonic contact),10,Frontier Sensing,Contact,None,water-leak,Is water escaping where it shouldn't?,Water
S235,Scent delivery + e-nose loop,60,Frontier Sensing,Standoff,Aggregate,air-stuffy,Is this room stuffy — does it need fresh air?,Air & environment
S235,Scent delivery + e-nose loop,60,Frontier Sensing,Standoff,Aggregate,contamination,Has this been contaminated?,Materials & chemistry
S235,Scent delivery + e-nose loop,60,Frontier Sensing,Standoff,Aggregate,cooking-detected,Is someone cooking?,Air & environment
S235,Scent delivery + e-nose loop,60,Frontier Sensing,Standoff,Aggregate,drift-from-baseline,Has this drifted from how it behaved when new?,Machine health
S235,Scent delivery + e-nose loop,60,Frontier Sensing,Standoff,Aggregate,food-fresh,Is this food still good?,Materials & chemistry
S235,Scent delivery + e-nose loop,60,Frontier Sensing,Standoff,Aggregate,gas-leak,Is there a flammable gas leak?,Air & environment
S235,Scent delivery + e-nose loop,60,Frontier Sensing,Standoff,Aggregate,mould-risk,Is this surface going to grow mould?,Air & environment
S235,Scent delivery + e-nose loop,60,Frontier Sensing,Standoff,Aggregate,smell-signature,What does this smell like — which known smell is it?,Air & environment
S235,Scent delivery + e-nose loop,60,Frontier Sensing,Standoff,Aggregate,voc-event,Did something start off-gassing or smelling?,Air & environment
S002,TMP117 ultra-precise temp,11,Temperature,Contact,None,body-temp-trend,"Is body temperature drifting — fever, ovulation, heat stress?",Body & health
S002,TMP117 ultra-precise temp,11,Temperature,Contact,None,drift-from-baseline,Has this drifted from how it behaved when new?,Machine health
S002,TMP117 ultra-precise temp,11,Temperature,Contact,None,food-fresh,Is this food still good?,Materials & chemistry
S002,TMP117 ultra-precise temp,11,Temperature,Contact,None,frost-tonight,Will there be frost tonight?,Weather & outdoors
S002,TMP117 ultra-precise temp,11,Temperature,Contact,None,object-temperature,How hot is that surface?,Objects & assets
S002,TMP117 ultra-precise temp,11,Temperature,Contact,None,occupancy-duration,How long has this desk/room/seat been in use?,Human presence
S002,TMP117 ultra-precise temp,11,Temperature,Contact,None,overheating,Is something running hotter than it should?,Machine health
S002,TMP117 ultra-precise temp,11,Temperature,Contact,None,water-hot-enough,Is the water at the right temperature?,Water
S004,MAX31855 thermocouple amp,15,Temperature,Contact,None,coating-cured,"Has the paint, resin or glue finished curing?",Materials & chemistry
S004,MAX31855 thermocouple amp,15,Temperature,Contact,None,cycle-complete,Has the cycle finished?,Machine health
S004,MAX31855 thermocouple amp,15,Temperature,Contact,None,drift-from-baseline,Has this drifted from how it behaved when new?,Machine health
S004,MAX31855 thermocouple amp,15,Temperature,Contact,None,fire-present,Is there a flame?,Security & safety
S004,MAX31855 thermocouple amp,15,Temperature,Contact,None,machine-duty-cycle,How much is this machine actually used?,Machine health
S004,MAX31855 thermocouple amp,15,Temperature,Contact,None,machine-state,"Is it idle, loaded, or jammed?",Machine health
S004,MAX31855 thermocouple amp,15,Temperature,Contact,None,object-temperature,How hot is that surface?,Objects & assets
S004,MAX31855 thermocouple amp,15,Temperature,Contact,None,overheating,Is something running hotter than it should?,Machine health
S010,Thermocouple multiplexer board,13,Temperature,Contact,None,coating-cured,"Has the paint, resin or glue finished curing?",Materials & chemistry
S010,Thermocouple multiplexer board,13,Temperature,Contact,None,cycle-complete,Has the cycle finished?,Machine health
S010,Thermocouple multiplexer board,13,Temperature,Contact,None,drift-from-baseline,Has this drifted from how it behaved when new?,Machine health
S010,Thermocouple multiplexer board,13,Temperature,Contact,None,food-fresh,Is this food still good?,Materials & chemistry
S010,Thermocouple multiplexer board,13,Temperature,Contact,None,machine-duty-cycle,How much is this machine actually used?,Machine health
S010,Thermocouple multiplexer board,13,Temperature,Contact,None,machine-state,"Is it idle, loaded, or jammed?",Machine health
S010,Thermocouple multiplexer board,13,Temperature,Contact,None,object-temperature,How hot is that surface?,Objects & assets
S010,Thermocouple multiplexer board,13,Temperature,Contact,None,overheating,Is something running hotter than it should?,Machine health
S011,DHT22 / AM2302,4,Humidity & Moisture,Standoff,None,compost-active,Is the compost heating properly — or dangerously?,Plants & soil
S011,DHT22 / AM2302,4,Humidity & Moisture,Standoff,None,cooking-detected,Is someone cooking?,Air & environment
S011,DHT22 / AM2302,4,Humidity & Moisture,Standoff,None,disease-pressure,Are conditions right for fungal disease?,Plants & soil
S011,DHT22 / AM2302,4,Humidity & Moisture,Standoff,None,frost-tonight,Will there be frost tonight?,Weather & outdoors
S011,DHT22 / AM2302,4,Humidity & Moisture,Standoff,None,livestock-wellbeing,Are the animals comfortable and behaving normally?,Plants & soil
S011,DHT22 / AM2302,4,Humidity & Moisture,Standoff,None,mould-risk,Is this surface going to grow mould?,Air & environment
S011,DHT22 / AM2302,4,Humidity & Moisture,Standoff,None,too-dry,"Is the air dry enough to damage wood, skin or instruments?",Air & environment
S011,DHT22 / AM2302,4,Humidity & Moisture,Standoff,None,ventilation-adequate,Is ventilation actually working?,Air & environment
S012,SHT41 humidity + temp,6,Humidity & Moisture,Standoff,None,coating-cured,"Has the paint, resin or glue finished curing?",Materials & chemistry
S012,SHT41 humidity + temp,6,Humidity & Moisture,Standoff,None,cooking-detected,Is someone cooking?,Air & environment
S012,SHT41 humidity + temp,6,Humidity & Moisture,Standoff,None,disease-pressure,Are conditions right for fungal disease?,Plants & soil
S012,SHT41 humidity + temp,6,Humidity & Moisture,Standoff,None,drift-from-baseline,Has this drifted from how it behaved when new?,Machine health
S012,SHT41 humidity + temp,6,Humidity & Moisture,Standoff,None,frost-tonight,Will there be frost tonight?,Weather & outdoors
S012,SHT41 humidity + temp,6,Humidity & Moisture,Standoff,None,mould-risk,Is this surface going to grow mould?,Air & environment
S012,SHT41 humidity + temp,6,Humidity & Moisture,Standoff,None,too-dry,"Is the air dry enough to damage wood, skin or instruments?",Air & environment
S012,SHT41 humidity + temp,6,Humidity & Moisture,Standoff,None,ventilation-adequate,Is ventilation actually working?,Air & environment
S013,BME280 climate combo,6,Humidity & Moisture,Standoff,None,disease-pressure,Are conditions right for fungal disease?,Plants & soil
S013,BME280 climate combo,6,Humidity & Moisture,Standoff,None,drift-from-baseline,Has this drifted from how it behaved when new?,Machine health
S013,BME280 climate combo,6,Humidity & Moisture,Standoff,None,frost-tonight,Will there be frost tonight?,Weather & outdoors
S013,BME280 climate combo,6,Humidity & Moisture,Standoff,None,how-high,What altitude or floor am I on?,Navigation & space
S013,BME280 climate combo,6,Humidity & Moisture,Standoff,None,mould-risk,Is this surface going to grow mould?,Air & environment
S013,BME280 climate combo,6,Humidity & Moisture,Standoff,None,storm-approaching,Is a storm coming?,Weather & outdoors
S013,BME280 climate combo,6,Humidity & Moisture,Standoff,None,too-dry,"Is the air dry enough to damage wood, skin or instruments?",Air & environment
S013,BME280 climate combo,6,Humidity & Moisture,Standoff,None,ventilation-adequate,Is ventilation actually working?,Air & environment
S015,SHT31 weatherproof probe,12,Humidity & Moisture,Standoff,None,compost-active,Is the compost heating properly — or dangerously?,Plants & soil
S015,SHT31 weatherproof probe,12,Humidity & Moisture,Standoff,None,disease-pressure,Are conditions right for fungal disease?,Plants & soil
S015,SHT31 weatherproof probe,12,Humidity & Moisture,Standoff,None,frost-tonight,Will there be frost tonight?,Weather & outdoors
S015,SHT31 weatherproof probe,12,Humidity & Moisture,Standoff,None,growth-rate,How fast is it growing?,Plants & soil
S015,SHT31 weatherproof probe,12,Humidity & Moisture,Standoff,None,livestock-wellbeing,Are the animals comfortable and behaving normally?,Plants & soil
S015,SHT31 weatherproof probe,12,Humidity & Moisture,Standoff,None,mould-risk,Is this surface going to grow mould?,Air & environment
S015,SHT31 weatherproof probe,12,Humidity & Moisture,Standoff,None,too-dry,"Is the air dry enough to damage wood, skin or instruments?",Air & environment
S015,SHT31 weatherproof probe,12,Humidity & Moisture,Standoff,None,ventilation-adequate,Is ventilation actually working?,Air & environment
S021,MPRLS ported pressure,15,Pressure & Altitude,Contact,None,consumable-remaining,"How much is left, and how long until it runs out?",Objects & assets
S021,MPRLS ported pressure,15,Pressure & Altitude,Contact,None,container-fullness,How full is it?,Objects & assets
S021,MPRLS ported pressure,15,Pressure & Altitude,Contact,None,flood-rising,"Is water rising, and how fast?",Weather & outdoors
S021,MPRLS ported pressure,15,Pressure & Altitude,Contact,None,plant-thirsty,Does this plant need water?,Plants & soil
S021,MPRLS ported pressure,15,Pressure & Altitude,Contact,None,pump-dry,Is the pump about to run dry?,Water
S021,MPRLS ported pressure,15,Pressure & Altitude,Contact,None,soil-tension,How hard must roots work to get water?,Plants & soil
S021,MPRLS ported pressure,15,Pressure & Altitude,Contact,None,tank-level,How much is in the tank?,Water
S021,MPRLS ported pressure,15,Pressure & Altitude,Contact,None,water-leak,Is water escaping where it shouldn't?,Water
S036,SCD41 true CO2,25,CO2,Standoff,Aggregate,air-stuffy,Is this room stuffy — does it need fresh air?,Air & environment
S036,SCD41 true CO2,25,CO2,Standoff,Aggregate,cycle-complete,Has the cycle finished?,Machine health
S036,SCD41 true CO2,25,CO2,Standoff,Aggregate,how-many-people,How many people are in this space?,Human presence
S036,SCD41 true CO2,25,CO2,Standoff,Aggregate,mould-risk,Is this surface going to grow mould?,Air & environment
S036,SCD41 true CO2,25,CO2,Standoff,Aggregate,occupancy-duration,How long has this desk/room/seat been in use?,Human presence
S036,SCD41 true CO2,25,CO2,Standoff,Aggregate,someone-present,Is anyone here?,Human presence
S036,SCD41 true CO2,25,CO2,Standoff,Aggregate,too-dry,"Is the air dry enough to damage wood, skin or instruments?",Air & environment
S036,SCD41 true CO2,25,CO2,Standoff,Aggregate,ventilation-adequate,Is ventilation actually working?,Air & environment
S037,SCD30 NDIR CO2,40,CO2,Standoff,Aggregate,air-stuffy,Is this room stuffy — does it need fresh air?,Air & environment
S037,SCD30 NDIR CO2,40,CO2,Standoff,Aggregate,compost-active,Is the compost heating properly — or dangerously?,Plants & soil
